"","EXP1.WT.HOME.1","EXP1.WT.HOME.2","EXP1.WT.HOME.3","EXP1.WT.LEARN.1","EXP1.WT.LEARN.2","EXP1.WT.LEARN.3","EXP1.KIX.LEARN.1","EXP1.KIX.LEARN.2","EXP1.KIX.LEARN.3","EXP2.WT.HOME.1","EXP2.WT.HOME.2","EXP2.WT.HOME.3","EXP2.WT.LEARN.1","EXP2.WT.LEARN.2","EXP2.WT.LEARN.3","EXP2.WT.LEARN.4","EXP2.KIX.LEARN.1","EXP2.KIX.LEARN.2","EXP2.KIX.LEARN.3","EXP2.KIX.LEARN.4"
"ENSMUSG00000100713.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100549.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000101252.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096682.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070904.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095498.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054351.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045364.2",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065408.1",2,0,4,1,0,2,0,1,1,2,3,2,3,7,0,2,1,2,0,2
"ENSMUSG00000085183.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000085569.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062937.7",193,246,348,339,341,317,361,279,319,409,480,179,279,538,241,202,411,482,199,196
"ENSMUSG00000083989.2",1,2,1,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088504.1",0,0,0,1,2,0,0,0,1,1,0,1,2,3,1,0,0,1,0,1
"ENSMUSG00000107513.1",3,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087659.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044303.6",2,0,0,0,2,4,0,2,6,0,5,0,1,7,0,3,3,9,5,1
"ENSMUSG00000073802.4",12,16,29,19,21,26,22,17,16,34,24,6,20,25,12,12,29,29,9,14
"ENSMUSG00000085147.1",0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000086035.1",0,0,5,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000080808.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098669.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000043753.2",7,4,13,4,5,4,8,2,6,8,7,1,7,5,4,2,4,9,5,1
"ENSMUSG00000085690.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070902.5",2,4,5,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080756.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082569.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081563.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082502.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082622.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000096896.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000079962.2",1,1,4,2,2,10,0,1,5,0,0,1,0,1,1,0,0,1,0,0
"ENSMUSG00000081876.1",3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000008489.18",1148,960,1877,1653,2090,2061,1872,1254,1823,2862,3269,1191,2356,3053,1572,1458,3017,2887,1304,1236
"ENSMUSG00000083377.1",14,13,14,19,31,27,12,11,8,0,1,0,1,0,0,0,0,2,1,0
"ENSMUSG00000098563.1",10,5,10,11,27,7,5,2,5,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085817.1",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086042.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082523.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000100863.1",46,50,78,108,87,91,92,70,75,18,21,23,17,13,38,33,20,19,36,32
"ENSMUSG00000095937.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"ENSMUSG00000087517.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028533.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066107.6",1,7,8,2,4,3,3,1,2,1,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000083296.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085209.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088914.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081987.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082919.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082325.1",3,4,9,6,9,8,13,6,2,0,1,1,1,2,0,1,1,2,1,0
"ENSMUSG00000054000.5",232,213,260,268,304,252,261,160,271,229,249,63,162,249,116,91,232,233,87,65
"ENSMUSG00000084833.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064850.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083607.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095898.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000095856.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073797.5",2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081685.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085931.1",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077622.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081508.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088295.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087128.7",16,37,32,37,39,30,27,20,27,64,72,28,55,83,37,44,80,81,33,23
"ENSMUSG00000088677.1",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083359.1",0,2,1,1,2,0,6,1,1,0,4,0,0,0,0,1,0,1,2,0
"ENSMUSG00000028578.8",110,89,228,186,228,224,183,132,196,253,329,138,228,329,174,146,258,329,158,102
"ENSMUSG00000070900.1",0,0,0,0,4,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028577.13",1103,1155,2086,1831,2116,1987,1966,1441,2194,1796,2064,775,1455,2165,1034,931,1776,1940,910,846
"ENSMUSG00000063314.5",54,40,96,97,84,84,75,44,65,2,5,5,5,7,1,7,3,4,1,2
"ENSMUSG00000028576.12",334,365,758,587,714,684,637,600,658,797,1115,412,642,1154,570,501,827,891,508,451
"ENSMUSG00000049799.13",24,27,41,17,29,32,18,20,30,6,7,3,2,5,5,5,5,9,2,5
"ENSMUSG00000077921.1",2,0,2,1,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000006386.15",221,322,554,447,459,442,389,261,365,508,813,197,407,634,282,260,550,641,270,268
"ENSMUSG00000028575.11",22,17,34,19,41,20,12,12,25,42,58,13,40,38,24,22,43,33,21,24
"ENSMUSG00000083179.3",16,26,28,34,38,26,23,14,25,8,7,6,7,9,12,14,7,9,11,13
"ENSMUSG00000062627.9",624,703,1568,1037,1205,1236,1141,917,1370,1256,1506,536,1067,1561,719,575,1354,1438,672,643
"ENSMUSG00000086251.1",4,3,0,4,1,1,1,1,7,0,2,2,3,1,0,1,2,0,0,3
"ENSMUSG00000052767.5",0,1,8,6,3,2,8,0,6,0,1,0,1,3,1,0,1,0,0,3
"ENSMUSG00000081030.1",0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
"ENSMUSG00000052684.4",2817,3170,4449,4342,4241,4522,4130,2510,4937,4083,4574,1638,3629,4667,2310,2135,4725,5801,2430,2002
"ENSMUSG00000087366.7",88,81,98,64,110,116,87,49,113,59,85,22,62,85,36,25,70,84,38,41
"ENSMUSG00000084624.1",0,0,0,0,1,0,0,2,0,3,1,0,0,4,1,0,1,1,2,0
"ENSMUSG00000085377.1",5,3,2,1,4,0,0,3,2,3,0,0,6,2,6,0,2,2,1,3
"ENSMUSG00000100189.1",0,5,7,0,4,2,1,1,6,3,2,0,3,5,2,3,2,3,1,1
"ENSMUSG00000084918.1",0,0,4,1,0,2,5,0,5,1,2,0,5,2,1,1,2,1,0,1
"ENSMUSG00000100129.1",0,0,1,2,1,1,2,0,1,1,0,0,0,2,0,0,0,1,0,0
"ENSMUSG00000084939.2",2,2,4,0,2,4,3,3,1,2,4,1,3,2,1,3,4,4,5,1
"ENSMUSG00000085835.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000065745.1",0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000028573.18",287,366,608,558,594,491,463,348,569,332,378,134,209,507,192,195,332,373,169,179
"ENSMUSG00000093492.1",0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000044125.6",55,40,81,40,56,63,71,54,74,99,108,44,84,136,41,37,77,90,56,54
"ENSMUSG00000028572.13",750,877,2036,1468,1667,1728,1438,1143,1761,2653,2961,1142,2091,2841,1552,1341,2851,2499,1376,1491
"ENSMUSG00000028571.15",4,0,6,6,1,7,2,3,0,3,0,1,6,3,2,1,2,1,0,1
"ENSMUSG00000083880.1",0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000081225.3",76,41,120,63,52,49,89,106,93,138,131,65,118,184,76,72,167,205,60,64
"ENSMUSG00000080884.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083801.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082681.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081362.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084286.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066097.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082119.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082932.3",1,2,3,3,0,2,2,2,4,9,11,2,9,15,5,9,9,15,7,4
"ENSMUSG00000052914.4",305,271,583,505,491,439,521,381,499,790,1047,323,558,1042,446,401,774,741,379,348
"ENSMUSG00000015224.10",338,371,701,567,784,704,790,620,762,793,1076,363,611,1104,403,362,799,958,415,382
"ENSMUSG00000052520.7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078639.1",7,1,11,2,2,9,3,12,3,11,9,3,5,5,6,1,2,3,4,1
"ENSMUSG00000088738.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000098261.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000066990.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084159.1",84,68,122,122,143,127,114,100,155,138,199,75,103,172,97,90,153,176,89,98
"ENSMUSG00000082683.1",6,0,2,1,2,2,1,1,4,0,0,1,0,1,0,1,0,0,0,0
"ENSMUSG00000048747.14",66,51,126,77,92,84,93,75,113,97,164,41,123,154,82,59,142,179,78,63
"ENSMUSG00000085710.1",4,6,4,2,3,1,5,3,7,2,2,3,2,1,1,3,2,3,1,3
"ENSMUSG00000028565.18",3105,4263,4350,3374,5312,3289,3688,2377,3980,2096,2564,909,1788,2254,1192,1133,2005,2820,1129,882
"ENSMUSG00000081096.2",0,3,8,1,9,5,4,3,11,21,26,6,11,22,10,8,21,10,13,9
"ENSMUSG00000082388.1",0,0,1,0,0,1,3,0,0,0,1,0,1,1,0,4,0,1,0,0
"ENSMUSG00000083644.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000064883.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046683.16",1,5,7,2,1,0,4,0,1,1,2,1,3,1,1,1,2,1,1,2
"ENSMUSG00000082144.1",17,15,20,40,37,27,16,16,35,33,36,15,35,31,22,19,33,61,18,13
"ENSMUSG00000028563.16",345,411,574,559,587,585,577,444,704,784,1098,337,670,1069,489,457,801,974,449,427
"ENSMUSG00000088548.1",0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061859.16",525,312,768,520,453,531,504,537,471,224,314,79,151,387,142,110,218,229,167,108
"ENSMUSG00000094456.1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000076294.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081046.1",3,9,10,8,1,3,5,4,2,0,1,0,0,1,0,0,0,0,1,0
"ENSMUSG00000087166.9",2,0,0,0,5,1,0,1,0,1,5,0,0,2,0,0,2,0,0,0
"ENSMUSG00000090718.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035407.8",172,184,253,282,257,210,180,120,177,150,283,68,159,200,82,62,186,192,72,95
"ENSMUSG00000085843.1",2,0,4,3,8,3,2,0,2,4,7,1,1,4,1,1,3,6,0,6
"ENSMUSG00000073794.3",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084188.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028560.11",413,387,808,725,796,719,753,524,872,1152,1271,477,890,1237,677,622,1171,1345,623,509
"ENSMUSG00000028556.15",939,1092,2101,1678,1819,1666,1675,1427,1815,1710,2094,677,1226,2263,1038,912,1721,1639,930,866
"ENSMUSG00000028553.12",10,16,45,7,18,22,14,17,9,5,6,3,2,2,4,3,0,2,3,3
"ENSMUSG00000081733.1",6,16,16,3,12,10,5,3,6,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087395.1",14,21,32,21,13,6,8,3,17,0,0,0,0,1,0,0,1,2,0,0
"ENSMUSG00000086498.1",0,0,0,1,0,0,0,0,1,0,1,2,1,4,1,0,3,1,3,2
"ENSMUSG00000028550.15",744,794,1409,1090,1310,1125,1103,728,1193,1512,1841,778,1326,1811,893,892,1685,1914,826,737
"ENSMUSG00000104479.1",8,24,38,22,37,13,18,14,8,2,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070891.2",6,6,13,5,10,6,7,2,6,19,31,9,21,37,16,17,21,29,12,17
"ENSMUSG00000103097.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000081184.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082442.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081150.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000080803.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000103575.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087332.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083698.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086096.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000067261.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000092763.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086592.1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"ENSMUSG00000073792.11",374,383,552,467,582,486,477,325,588,564,691,237,475,688,352,323,620,612,297,304
"ENSMUSG00000028549.17",37,54,131,85,117,138,109,54,117,172,203,70,112,215,98,93,161,177,97,78
"ENSMUSG00000073791.11",51,51,81,62,82,63,61,51,92,108,124,50,60,98,68,40,89,98,45,57
"ENSMUSG00000084478.1",0,0,6,0,0,0,0,0,0,1,1,0,2,1,0,1,2,4,1,0
"ENSMUSG00000025791.18",1474,1689,3151,3068,2737,3021,2361,1802,2899,2403,2963,942,1807,2892,1267,1253,2363,2624,1209,1035
"ENSMUSG00000085142.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000035305.5",223,369,451,554,564,392,422,305,446,209,252,94,197,218,130,134,206,265,133,118
"ENSMUSG00000086385.1",6,28,12,15,22,10,12,8,9,0,0,0,0,0,0,0,1,1,0,0
"ENSMUSG00000080967.1",3,3,9,4,8,13,4,4,10,1,1,0,0,3,1,0,0,3,0,0
"ENSMUSG00000069733.11",2,0,2,2,11,0,0,4,0,4,4,4,4,5,3,3,8,3,3,3
"ENSMUSG00000085871.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081553.1",2,4,15,10,10,10,9,13,12,0,0,0,0,1,1,0,0,0,0,0
"ENSMUSG00000082601.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028532.14",3095,2525,4359,3625,4315,3672,3715,2523,3467,1578,1986,764,1473,2136,930,872,1718,2154,1002,755
"ENSMUSG00000073789.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000102578.1",0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000035275.14",1633,1733,2608,2817,2859,2572,2135,1323,2445,2019,2372,1005,1737,2447,1283,1134,2005,2532,992,845
"ENSMUSG00000088551.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028530.14",4711,5085,8595,7913,8748,7979,7783,5586,8671,7810,9123,3453,6250,9198,4455,3946,7800,8089,4014,3629
"ENSMUSG00000077677.1",3,0,11,6,3,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082928.1",0,0,11,4,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000065279.1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"ENSMUSG00000085863.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085721.1",1,1,4,1,0,3,0,1,1,0,0,0,3,0,0,0,0,0,0,0
"ENSMUSG00000081621.1",1,7,3,3,9,7,1,2,4,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000086782.2",160,177,212,207,168,171,182,107,212,232,256,71,190,289,129,117,229,252,102,108
"ENSMUSG00000065451.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087361.7",59,81,132,136,97,101,97,85,117,39,39,18,23,30,26,15,29,41,17,21
"ENSMUSG00000083614.1",2,2,8,9,2,7,1,5,4,12,20,8,16,8,13,8,18,22,10,7
"ENSMUSG00000084758.1",0,0,0,11,3,4,2,7,1,5,3,1,0,2,3,1,2,2,0,0
"ENSMUSG00000028527.18",2536,2692,3968,5022,4502,5066,3588,2336,3860,2756,3519,1413,2300,3295,1736,1475,3090,3280,1573,1307
"ENSMUSG00000028528.16",11848,10880,18879,17526,19716,19251,17779,12095,18442,12588,14314,5454,10010,13653,6870,5691,12632,11867,5909,5478
"ENSMUSG00000089446.1",5,6,15,14,11,3,5,6,4,0,0,0,0,1,0,0,0,1,0,0
"ENSMUSG00000035212.14",648,742,1231,926,1153,954,964,589,1244,1007,1263,454,798,1337,564,565,1002,1342,518,478
"ENSMUSG00000057722.17",28,48,187,35,111,129,113,141,62,35,283,16,29,329,58,69,32,42,106,110
"ENSMUSG00000035201.15",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ENSMUSG00000081121.1",38,47,55,58,55,52,45,43,54,1,3,5,5,5,14,10,4,4,9,2
"ENSMUSG00000081045.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000046133.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084208.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037028.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000070890.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078626.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078625.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082264.1",59,50,83,93,68,79,70,42,93,9,6,9,8,6,12,7,4,8,9,16
"ENSMUSG00000028525.16",1741,1661,2757,2587,2993,2646,2347,1873,2611,3308,3690,1643,2709,3657,1872,1685,3280,3386,1606,1506
"ENSMUSG00000077260.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028524.21",4590,5050,6617,5979,7894,5990,6228,4201,7162,5725,5838,2371,4523,6137,3133,2712,5431,6013,2751,2563
"ENSMUSG00000085181.1",49,43,93,56,77,69,55,40,53,169,199,65,126,168,78,78,166,190,85,62
"ENSMUSG00000028523.14",1,4,6,0,5,5,8,8,1,6,4,3,4,5,3,2,6,7,1,4
"ENSMUSG00000085041.1",1,2,2,1,0,1,2,0,1,6,11,3,2,8,1,4,8,1,2,2
"ENSMUSG00000066090.5",2,1,10,3,3,9,3,0,4,45,65,21,38,75,29,17,60,44,38,20
"ENSMUSG00000035126.19",199,257,564,364,382,468,331,347,432,442,593,175,342,693,317,251,431,473,300,253
"ENSMUSG00000080744.1",0,3,1,1,3,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
"ENSMUSG00000028522.16",567,631,1238,901,1053,973,963,681,959,1485,1824,666,1359,1801,900,737,1638,1697,776,757
"ENSMUSG00000028521.17",253,367,485,434,492,346,360,232,449,661,861,267,611,905,419,343,728,760,338,313
"ENSMUSG00000107726.1",4,11,26,12,20,16,15,9,16,97,101,33,63,87,38,45,80,96,37,38
"ENSMUSG00000028520.12",2,3,0,0,6,0,0,1,2,1,0,2,0,1,1,0,0,2,2,1
"ENSMUSG00000078618.3",0,1,0,1,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000035069.3",205,223,418,309,348,334,318,229,321,243,297,120,170,322,134,112,255,304,115,124
"ENSMUSG00000086136.1",0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000094477.1",0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087482.1",0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1
"ENSMUSG00000081584.1",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ENSMUSG00000059195.10",842,845,1168,1179,1223,1130,1107,719,1204,90,109,87,94,114,134,101,91,106,109,106
"ENSMUSG00000093365.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077514.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028519.16",2842,3827,5213,5299,5820,4798,4537,3236,5565,5086,5452,2092,4025,5556,2812,2506,4989,5521,2284,2254
"ENSMUSG00000080913.1",2,1,1,0,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081696.2",1,6,3,2,5,3,2,3,17,0,0,0,2,1,0,0,1,0,0,0
"ENSMUSG00000029656.13",2,0,7,1,0,1,6,1,5,6,3,1,1,3,1,4,4,3,1,2
"ENSMUSG00000035031.15",0,3,0,2,2,1,0,1,0,2,2,1,1,1,1,2,0,1,2,1
"ENSMUSG00000095386.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000078612.9",55,79,131,139,190,137,81,106,95,177,231,87,175,144,92,92,205,186,95,83
"ENSMUSG00000083791.1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028518.8",861,1000,2615,1411,1771,2187,1575,1023,1603,1225,1423,515,1042,1520,642,628,1317,1087,551,531
"ENSMUSG00000028517.8",7754,9225,12286,11868,12783,11787,11589,8272,12334,10207,12357,3696,7539,12811,5303,4872,10102,11523,4901,4491
"ENSMUSG00000081819.1",1,3,14,4,4,4,6,5,3,0,0,2,3,0,2,1,1,1,1,1
"ENSMUSG00000083128.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082061.1",1,0,1,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000083780.8",7,8,13,19,19,25,15,12,23,1,0,0,2,0,1,0,0,0,1,2
"ENSMUSG00000089065.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000085790.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000082768.1",9,5,11,11,7,14,15,7,10,0,0,0,0,2,1,0,1,1,0,1
"ENSMUSG00000087933.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106163.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000081189.1",0,3,0,3,4,0,2,2,2,3,1,0,2,6,1,0,2,3,1,1
